SN,Commodity,Date,Unit,Minimum,Maximum,Average
16582,Smooth Gourd,2014-04-07,Kg,50.0,60.0,55.0
16583,Pumpkin,2014-04-07,Kg,28.0,32.0,30.0
16584,Squash(Long),2014-04-07,Kg,8.0,12.0,10.0
16585,Turnip,2014-04-07,Kg,40.0,45.0,42.5
16586,Okara,2014-04-07,Kg,70.0,80.0,75.0
16587,Sweet Potato,2014-04-07,Kg,55.0,60.0,57.5
16588,Barela,2014-04-07,Kg,28.0,32.0,30.0
16589,Arum,2014-04-07,Kg,42.0,45.0,43.5
16590,Christophine,2014-04-07,Kg,28.0,30.0,29.0
16591,Brd Leaf Mustard,2014-04-07,Kg,28.0,30.0,29.0
16592,Spinach Leaf,2014-04-07,Kg,35.0,40.0,37.5
16593,Cress Leaf,2014-04-07,Kg,45.0,45.0,45.0
16594,Mustard Leaf,2014-04-07,Kg,35.0,40.0,37.5
16595,Fenugreek Leaf,2014-04-07,Kg,40.0,45.0,42.5
16596,Onion Green,2014-04-07,Kg,50.0,55.0,52.5
16597,Bakula,2014-04-07,Kg,24.0,28.0,26.0
16598,Yam,2014-04-07,Kg,34.0,36.0,35.0
16599,Mushroom(Kanya),2014-04-07,Kg,90.0,100.0,95.0
16600,Asparagus,2014-04-07,Kg,300.0,325.0,312.5
16601,Neuro,2014-04-07,Kg,75.0,80.0,77.5
16602,Brocauli,2014-04-07,Kg,30.0,40.0,35.0
16603,Sugarbeet,2014-04-07,Kg,60.0,70.0,65.0
16604,Drumstick,2014-04-07,Kg,130.0,140.0,135.0
16605,Bauhania flower,2014-04-07,Kg,50.0,60.0,55.0
16606,Red Cabbbage,2014-04-07,Kg,70.0,80.0,75.0
16607,Lettuce,2014-04-07,Kg,30.0,40.0,35.0
16608,Knolkhol,2014-04-07,Kg,40.0,45.0,42.5
16609,Celery,2014-04-07,Kg,55.0,60.0,57.5
16610,Parseley,2014-04-07,Kg,130.0,140.0,135.0
16611,Fennel Leaf,2014-04-07,Kg,40.0,45.0,42.5
16612,Mint,2014-04-07,Kg,160.0,180.0,170.0
16613,Turnip A,2014-04-07,Kg,40.0,45.0,42.5
16614,Tamarind,2014-04-07,Kg,85.0,90.0,87.5
16615,Bamboo Shoot,2014-04-07,Kg,150.0,160.0,155.0
16616,Tofu,2014-04-07,Kg,65.0,70.0,67.5
16617,Gundruk,2014-04-07,Kg,190.0,200.0,195.0
16618,Apple(Jholey),2014-04-07,Kg,100.0,110.0,105.0
16619,Banana,2014-04-07,Doz,55.0,60.0,57.5
16620,Lime,2014-04-07,Kg,300.0,600.0,450.0
16621,Pomegranate,2014-04-07,Kg,275.0,300.0,287.5
16622,Grapes(Green),2014-04-07,Kg,100.0,110.0,105.0
16623,Orange(Nepali),2014-04-07,Kg,95.0,100.0,97.5
16624,Water Melon(Green),2014-04-07,Kg,25.0,30.0,27.5
16625,Sweet Orange,2014-04-07,Kg,85.0,90.0,87.5
16626,Pineapple,2014-04-07,1 Pc,75.0,80.0,77.5
16627,Cucumber(Local),2014-04-07,Kg,50.0,60.0,55.0
16628,Jack Fruit,2014-04-07,Kg,50.0,55.0,52.5
16629,Papaya(Nepali),2014-04-07,Kg,60.0,65.0,62.5
16630,Sugarcane,2014-04-07,1 Pc,50.0,60.0,55.0
16631,Kinnow,2014-04-07,Kg,65.0,70.0,67.5
16632,Ginger,2014-04-07,Kg,160.0,190.0,175.0
16633,Chilli Dry,2014-04-07,Kg,200.0,220.0,210.0
16634,Chilli Green,2014-04-07,Kg,55.0,65.0,60.0
16635,Capsicum,2014-04-07,Kg,70.0,80.0,75.0
16636,Garlic Green,2014-04-07,Kg,50.0,60.0,55.0
16637,Coriander Green,2014-04-07,Kg,40.0,50.0,45.0
16638,Garlic Dry Chinese,2014-04-07,Kg,115.0,120.0,117.5
16639,Garlic Dry Nepali,2014-04-07,Kg,75.0,90.0,82.5
16640,Fish Fresh,2014-04-07,Kg,210.0,220.0,215.0
16641,Tomato Big(Nepali),2014-04-09,Kg,35.0,40.0,37.5
16642,Tomato Small(Local),2014-04-09,Kg,38.0,42.0,40.0
16643,Potato Red,2014-04-09,Kg,27.0,28.0,27.5
16644,Potato White,2014-04-09,Kg,23.0,24.0,23.5
16645,Onion Dry (Indian),2014-04-09,Kg,28.0,29.0,28.5
16646,Carrot(Local),2014-04-09,Kg,25.0,30.0,27.5
16647,Cabbage(Local),2014-04-09,Kg,15.0,18.0,16.5
16648,Cauli Local,2014-04-09,Kg,20.0,25.0,22.5
16649,Cauli Terai,2014-04-09,Kg,12.0,15.0,13.5
16650,Raddish Red,2014-04-09,Kg,30.0,35.0,32.5
16651,Raddish White(Local),2014-04-09,Kg,18.0,22.0,20.0
16652,Brinjal Long,2014-04-09,Kg,22.0,25.0,23.5
16653,Brinjal Round,2014-04-09,Kg,30.0,35.0,32.5
16654,Cow pea(Long),2014-04-09,Kg,40.0,45.0,42.5
16655,Green Peas,2014-04-09,Kg,45.0,50.0,47.5
16656,French Bean(Local),2014-04-09,Kg,40.0,45.0,42.5
16657,Sword Bean,2014-04-09,Kg,28.0,30.0,29.0
16658,Bitter Gourd,2014-04-09,Kg,70.0,80.0,75.0
16659,Bottle Gourd,2014-04-09,Kg,25.0,30.0,27.5
16660,Pointed Gourd(Local),2014-04-09,Kg,60.0,70.0,65.0
16661,Smooth Gourd,2014-04-09,Kg,55.0,60.0,57.5
16662,Pumpkin,2014-04-09,Kg,25.0,28.0,26.5
16663,Squash(Long),2014-04-09,Kg,8.0,12.0,10.0
16664,Turnip,2014-04-09,Kg,35.0,40.0,37.5
16665,Okara,2014-04-09,Kg,60.0,70.0,65.0
16666,Sweet Potato,2014-04-09,Kg,50.0,55.0,52.5
16667,Barela,2014-04-09,Kg,30.0,35.0,32.5
16668,Arum,2014-04-09,Kg,45.0,50.0,47.5
16669,Christophine,2014-04-09,Kg,25.0,30.0,27.5
16670,Brd Leaf Mustard,2014-04-09,Kg,28.0,30.0,29.0
16671,Spinach Leaf,2014-04-09,Kg,30.0,35.0,32.5
16672,Cress Leaf,2014-04-09,Kg,35.0,40.0,37.5
16673,Mustard Leaf,2014-04-09,Kg,25.0,30.0,27.5
16674,Fenugreek Leaf,2014-04-09,Kg,30.0,35.0,32.5
16675,Onion Green,2014-04-09,Kg,30.0,35.0,32.5
16676,Yam,2014-04-09,Kg,32.0,34.0,33.0
16677,Mushroom(Kanya),2014-04-09,Kg,110.0,120.0,115.0
16678,Asparagus,2014-04-09,Kg,250.0,300.0,275.0
16679,Neuro,2014-04-09,Kg,50.0,60.0,55.0
16680,Brocauli,2014-04-09,Kg,30.0,35.0,32.5
16681,Sugarbeet,2014-04-09,Kg,50.0,60.0,55.0
16682,Drumstick,2014-04-09,Kg,110.0,120.0,115.0
16683,Bauhania flower,2014-04-09,Kg,60.0,70.0,65.0
16684,Red Cabbbage,2014-04-09,Kg,60.0,70.0,65.0
16685,Lettuce,2014-04-09,Kg,35.0,40.0,37.5
16686,Knolkhol,2014-04-09,Kg,25.0,30.0,27.5
16687,Celery,2014-04-09,Kg,80.0,90.0,85.0
16688,Parseley,2014-04-09,Kg,110.0,120.0,115.0
16689,Fennel Leaf,2014-04-09,Kg,35.0,40.0,37.5
16690,Mint,2014-04-09,Kg,170.0,180.0,175.0
16691,Turnip A,2014-04-09,Kg,30.0,35.0,32.5
16692,Tamarind,2014-04-09,Kg,70.0,80.0,75.0
16693,Bamboo Shoot,2014-04-09,Kg,150.0,160.0,155.0
16694,Tofu,2014-04-09,Kg,60.0,70.0,65.0
16695,Gundruk,2014-04-09,Kg,190.0,200.0,195.0
16696,Apple(Jholey),2014-04-09,Kg,100.0,110.0,105.0
16697,Banana,2014-04-09,Doz,60.0,70.0,65.0
16698,Lime,2014-04-09,Kg,300.0,400.0,350.0
16699,Pomegranate,2014-04-09,Kg,250.0,260.0,255.0
16700,Mango(Maldah),2014-04-09,Kg,100.0,110.0,105.0
16701,Grapes(Green),2014-04-09,Kg,110.0,120.0,115.0
16702,Orange(Nepali),2014-04-09,Kg,100.0,110.0,105.0
16703,Water Melon(Green),2014-04-09,Kg,22.0,25.0,23.5
16704,Sweet Orange,2014-04-09,Kg,90.0,100.0,95.0
16705,Pineapple,2014-04-09,1 Pc,60.0,70.0,65.0
16706,Cucumber(Local),2014-04-09,Kg,30.0,35.0,32.5
16707,Jack Fruit,2014-04-09,Kg,45.0,50.0,47.5
16708,Papaya(Nepali),2014-04-09,Kg,55.0,60.0,57.5
16709,Sugarcane,2014-04-09,1 Pc,40.0,50.0,45.0
16710,Kinnow,2014-04-09,Kg,60.0,70.0,65.0
16711,Strawberry,2014-04-09,Kg,190.0,200.0,195.0
16712,Ginger,2014-04-09,Kg,180.0,190.0,185.0
16713,Chilli Dry,2014-04-09,Kg,190.0,200.0,195.0
16714,Chilli Green,2014-04-09,Kg,45.0,50.0,47.5
16715,Capsicum,2014-04-09,Kg,55.0,60.0,57.5
16716,Garlic Green,2014-04-09,Kg,30.0,35.0,32.5
16717,Coriander Green,2014-04-09,Kg,35.0,40.0,37.5
16718,Garlic Dry Chinese,2014-04-09,Kg,115.0,120.0,117.5
16719,Garlic Dry Nepali,2014-04-09,Kg,80.0,90.0,85.0
16720,Clive Dry,2014-04-09,Kg,100.0,110.0,105.0
16721,Fish Fresh,2014-04-09,Kg,210.0,220.0,215.0
16722,Tomato Big(Nepali),2014-04-10,Kg,35.0,40.0,37.5
16723,Tomato Small(Local),2014-04-10,Kg,30.0,40.0,35.0
16724,Potato Red,2014-04-10,Kg,28.0,29.0,28.5
16725,Potato White,2014-04-10,Kg,22.0,23.0,22.5
16726,Onion Dry (Indian),2014-04-10,Kg,28.0,29.0,28.5
16727,Carrot(Local),2014-04-10,Kg,30.0,35.0,32.5
16728,Cabbage(Local),2014-04-10,Kg,15.0,18.0,16.5
16729,Cauli Local,2014-04-10,Kg,18.0,22.0,20.0
16730,Cauli Terai,2014-04-10,Kg,15.0,18.0,16.5
16731,Raddish Red,2014-04-10,Kg,30.0,35.0,32.5
16732,Raddish White(Local),2014-04-10,Kg,15.0,20.0,17.5
16733,Brinjal Long,2014-04-10,Kg,28.0,30.0,29.0
16734,Brinjal Round,2014-04-10,Kg,30.0,35.0,32.5
16735,Cow pea(Long),2014-04-10,Kg,35.0,40.0,37.5
16736,Green Peas,2014-04-10,Kg,35.0,40.0,37.5
16737,French Bean(Local),2014-04-10,Kg,35.0,40.0,37.5
16738,Sword Bean,2014-04-10,Kg,35.0,40.0,37.5
16739,Bitter Gourd,2014-04-10,Kg,80.0,90.0,85.0
16740,Bottle Gourd,2014-04-10,Kg,25.0,30.0,27.5
16741,Pointed Gourd(Local),2014-04-10,Kg,70.0,80.0,75.0
16742,Smooth Gourd,2014-04-10,Kg,90.0,100.0,95.0
16743,Pumpkin,2014-04-10,Kg,22.0,25.0,23.5
16744,Squash(Long),2014-04-10,Kg,10.0,12.0,11.0
16745,Turnip,2014-04-10,Kg,40.0,45.0,42.5
16746,Okara,2014-04-10,Kg,70.0,80.0,75.0
16747,Sweet Potato,2014-04-10,Kg,50.0,55.0,52.5
16748,Barela,2014-04-10,Kg,30.0,35.0,32.5
16749,Arum,2014-04-10,Kg,45.0,50.0,47.5
16750,Christophine,2014-04-10,Kg,25.0,30.0,27.5
16751,Brd Leaf Mustard,2014-04-10,Kg,45.0,50.0,47.5
16752,Spinach Leaf,2014-04-10,Kg,55.0,60.0,57.5
16753,Cress Leaf,2014-04-10,Kg,55.0,60.0,57.5
16754,Mustard Leaf,2014-04-10,Kg,40.0,45.0,42.5
16755,Fenugreek Leaf,2014-04-10,Kg,55.0,60.0,57.5
16756,Onion Green,2014-04-10,Kg,20.0,22.0,21.0
16757,Bakula,2014-04-10,Kg,40.0,45.0,42.5
16758,Yam,2014-04-10,Kg,34.0,36.0,35.0
16759,Mushroom(Kanya),2014-04-10,Kg,90.0,100.0,95.0
16760,Asparagus,2014-04-10,Kg,250.0,300.0,275.0
16761,Neuro,2014-04-10,Kg,50.0,60.0,55.0
16762,Brocauli,2014-04-10,Kg,30.0,35.0,32.5
16763,Sugarbeet,2014-04-10,Kg,50.0,60.0,55.0
16764,Drumstick,2014-04-10,Kg,100.0,110.0,105.0
16765,Bauhania flower,2014-04-10,Kg,70.0,80.0,75.0
16766,Red Cabbbage,2014-04-10,Kg,50.0,60.0,55.0
16767,Lettuce,2014-04-10,Kg,55.0,60.0,57.5
16768,Knolkhol,2014-04-10,Kg,55.0,60.0,57.5
16769,Celery,2014-04-10,Kg,100.0,110.0,105.0
16770,Parseley,2014-04-10,Kg,120.0,130.0,125.0
16771,Fennel Leaf,2014-04-10,Kg,55.0,60.0,57.5
16772,Mint,2014-04-10,Kg,190.0,200.0,195.0
16773,Turnip A,2014-04-10,Kg,45.0,50.0,47.5
16774,Tamarind,2014-04-10,Kg,70.0,80.0,75.0
16775,Bamboo Shoot,2014-04-10,Kg,150.0,170.0,160.0
16776,Tofu,2014-04-10,Kg,60.0,70.0,65.0
16777,Gundruk,2014-04-10,Kg,190.0,200.0,195.0
16778,Apple(Jholey),2014-04-10,Kg,100.0,110.0,105.0
16779,Banana,2014-04-10,Doz,60.0,70.0,65.0
16780,Lime,2014-04-10,Kg,300.0,400.0,350.0
16781,Pomegranate,2014-04-10,Kg,250.0,260.0,255.0
16782,Mango(Maldah),2014-04-10,Kg,100.0,110.0,105.0
16783,Grapes(Green),2014-04-10,Kg,100.0,110.0,105.0
16784,Orange(Nepali),2014-04-10,Kg,100.0,110.0,105.0
16785,Water Melon(Green),2014-04-10,Kg,22.0,25.0,23.5
16786,Sweet Orange,2014-04-10,Kg,70.0,80.0,75.0
16787,Pineapple,2014-04-10,1 Pc,60.0,70.0,65.0
16788,Cucumber(Local),2014-04-10,Kg,50.0,60.0,55.0
16789,Jack Fruit,2014-04-10,Kg,50.0,60.0,55.0
16790,Papaya(Nepali),2014-04-10,Kg,55.0,60.0,57.5
16791,Sugarcane,2014-04-10,1 Pc,40.0,50.0,45.0
16792,Kinnow,2014-04-10,Kg,60.0,70.0,65.0
16793,Strawberry,2014-04-10,Kg,190.0,200.0,195.0
16794,Ginger,2014-04-10,Kg,180.0,190.0,185.0
16795,Chilli Dry,2014-04-10,Kg,190.0,200.0,195.0
16796,Chilli Green,2014-04-10,Kg,45.0,50.0,47.5
16797,Capsicum,2014-04-10,Kg,55.0,60.0,57.5
16798,Garlic Green,2014-04-10,Kg,45.0,50.0,47.5
16799,Coriander Green,2014-04-10,Kg,30.0,40.0,35.0
16800,Garlic Dry Chinese,2014-04-10,Kg,110.0,115.0,112.5
16801,Garlic Dry Nepali,2014-04-10,Kg,80.0,90.0,85.0
16802,Clive Dry,2014-04-10,Kg,100.0,110.0,105.0
16803,Clive Green,2014-04-10,Kg,30.0,35.0,32.5
16804,Fish Fresh,2014-04-10,Kg,200.0,210.0,205.0
16805,Tomato Big(Nepali),2014-04-11,Kg,30.0,35.0,32.5
16806,Tomato Small(Local),2014-04-11,Kg,40.0,45.0,42.5
16807,Potato Red,2014-04-11,Kg,28.0,29.0,28.5
16808,Potato White,2014-04-11,Kg,23.0,24.0,23.5
16809,Onion Dry (Indian),2014-04-11,Kg,28.0,29.0,28.5
16810,Carrot(Local),2014-04-11,Kg,25.0,30.0,27.5
16811,Cabbage(Local),2014-04-11,Kg,15.0,18.0,16.5
16812,Cauli Local,2014-04-11,Kg,20.0,25.0,22.5
16813,Cauli Terai,2014-04-11,Kg,15.0,18.0,16.5
16814,Raddish Red,2014-04-11,Kg,30.0,35.0,32.5
16815,Raddish White(Local),2014-04-11,Kg,15.0,18.0,16.5
16816,Brinjal Long,2014-04-11,Kg,20.0,24.0,22.0
16817,Brinjal Round,2014-04-11,Kg,30.0,35.0,32.5
16818,Cow pea(Long),2014-04-11,Kg,38.0,40.0,39.0
16819,Green Peas,2014-04-11,Kg,35.0,40.0,37.5
16820,French Bean(Local),2014-04-11,Kg,30.0,35.0,32.5
16821,Sword Bean,2014-04-11,Kg,28.0,32.0,30.0
16822,Bitter Gourd,2014-04-11,Kg,45.0,50.0,47.5
16823,Bottle Gourd,2014-04-11,Kg,20.0,25.0,22.5
16824,Pointed Gourd(Local),2014-04-11,Kg,50.0,55.0,52.5
16825,Smooth Gourd,2014-04-11,Kg,70.0,80.0,75.0
16826,Pumpkin,2014-04-11,Kg,22.0,25.0,23.5
16827,Squash(Long),2014-04-11,Kg,15.0,20.0,17.5
16828,Turnip,2014-04-11,Kg,40.0,45.0,42.5
16829,Okara,2014-04-11,Kg,60.0,70.0,65.0
16830,Sweet Potato,2014-04-11,Kg,45.0,50.0,47.5
16831,Barela,2014-04-11,Kg,28.0,32.0,30.0
16832,Arum,2014-04-11,Kg,45.0,50.0,47.5
16833,Christophine,2014-04-11,Kg,25.0,30.0,27.5
16834,Brd Leaf Mustard,2014-04-11,Kg,40.0,45.0,42.5
16835,Spinach Leaf,2014-04-11,Kg,45.0,50.0,47.5
16836,Cress Leaf,2014-04-11,Kg,45.0,50.0,47.5
16837,Mustard Leaf,2014-04-11,Kg,40.0,45.0,42.5
16838,Fenugreek Leaf,2014-04-11,Kg,45.0,50.0,47.5
16839,Onion Green,2014-04-11,Kg,20.0,22.0,21.0
16840,Bakula,2014-04-11,Kg,18.0,22.0,20.0
16841,Yam,2014-04-11,Kg,34.0,36.0,35.0
16842,Mushroom(Kanya),2014-04-11,Kg,100.0,110.0,105.0
16843,Asparagus,2014-04-11,Kg,250.0,300.0,275.0
16844,Neuro,2014-04-11,Kg,50.0,60.0,55.0
16845,Brocauli,2014-04-11,Kg,35.0,40.0,37.5
16846,Sugarbeet,2014-04-11,Kg,50.0,60.0,55.0
16847,Drumstick,2014-04-11,Kg,120.0,130.0,125.0
16848,Bauhania flower,2014-04-11,Kg,60.0,70.0,65.0
16849,Red Cabbbage,2014-04-11,Kg,70.0,80.0,75.0
16850,Lettuce,2014-04-11,Kg,45.0,50.0,47.5
16851,Knolkhol,2014-04-11,Kg,45.0,50.0,47.5
16852,Celery,2014-04-11,Kg,120.0,130.0,125.0
16853,Parseley,2014-04-11,Kg,140.0,150.0,145.0
16854,Fennel Leaf,2014-04-11,Kg,45.0,50.0,47.5
16855,Mint,2014-04-11,Kg,190.0,200.0,195.0
16856,Turnip A,2014-04-11,Kg,45.0,50.0,47.5
16857,Tamarind,2014-04-11,Kg,70.0,80.0,75.0
16858,Bamboo Shoot,2014-04-11,Kg,150.0,160.0,155.0
16859,Tofu,2014-04-11,Kg,60.0,70.0,65.0
16860,Gundruk,2014-04-11,Kg,190.0,200.0,195.0
16861,Apple(Jholey),2014-04-11,Kg,100.0,110.0,105.0
16862,Banana,2014-04-11,Doz,60.0,70.0,65.0
16863,Lime,2014-04-11,Kg,300.0,400.0,350.0
16864,Pomegranate,2014-04-11,Kg,260.0,270.0,265.0
16865,Mango(Maldah),2014-04-11,Kg,100.0,110.0,105.0
16866,Grapes(Green),2014-04-11,Kg,100.0,110.0,105.0
16867,Orange(Nepali),2014-04-11,Kg,100.0,110.0,105.0
16868,Water Melon(Green),2014-04-11,Kg,18.0,22.0,20.0
16869,Sweet Orange,2014-04-11,Kg,70.0,80.0,75.0
16870,Pineapple,2014-04-11,1 Pc,60.0,70.0,65.0
16871,Cucumber(Local),2014-04-11,Kg,45.0,50.0,47.5
16872,Jack Fruit,2014-04-11,Kg,50.0,55.0,52.5
16873,Papaya(Nepali),2014-04-11,Kg,55.0,60.0,57.5
16874,Sugarcane,2014-04-11,1 Pc,40.0,50.0,45.0
16875,Kinnow,2014-04-11,Kg,60.0,70.0,65.0
16876,Strawberry,2014-04-11,Kg,190.0,200.0,195.0
16877,Ginger,2014-04-11,Kg,170.0,180.0,175.0
16878,Chilli Dry,2014-04-11,Kg,180.0,190.0,185.0
16879,Chilli Green,2014-04-11,Kg,45.0,50.0,47.5
16880,Capsicum,2014-04-11,Kg,55.0,60.0,57.5
16881,Garlic Green,2014-04-11,Kg,45.0,50.0,47.5
16882,Coriander Green,2014-04-11,Kg,40.0,50.0,45.0
16883,Garlic Dry Chinese,2014-04-11,Kg,105.0,110.0,107.5
16884,Garlic Dry Nepali,2014-04-11,Kg,70.0,80.0,75.0
16885,Clive Dry,2014-04-11,Kg,100.0,110.0,105.0
16886,Clive Green,2014-04-11,Kg,30.0,40.0,35.0
16887,Fish Fresh,2014-04-11,Kg,210.0,220.0,215.0
16888,Tomato Big(Nepali),2014-04-13,Kg,35.0,40.0,37.5
16889,Tomato Small(Local),2014-04-13,Kg,45.0,50.0,47.5
16890,Potato Red,2014-04-13,Kg,26.0,28.0,27.0
16891,Potato White,2014-04-13,Kg,22.0,23.0,22.5
16892,Onion Dry (Indian),2014-04-13,Kg,27.0,28.0,27.5
16893,Carrot(Local),2014-04-13,Kg,25.0,30.0,27.5
16894,Cabbage(Local),2014-04-13,Kg,18.0,20.0,19.0
16895,Cauli Local,2014-04-13,Kg,25.0,30.0,27.5
16896,Cauli Terai,2014-04-13,Kg,15.0,20.0,17.5
16897,Raddish Red,2014-04-13,Kg,25.0,30.0,27.5
16898,Raddish White(Local),2014-04-13,Kg,18.0,22.0,20.0
16899,Brinjal Long,2014-04-13,Kg,20.0,24.0,22.0
16900,Brinjal Round,2014-04-13,Kg,30.0,35.0,32.5
16901,Cow pea(Long),2014-04-13,Kg,40.0,45.0,42.5
16902,Green Peas,2014-04-13,Kg,38.0,42.0,40.0
16903,French Bean(Local),2014-04-13,Kg,35.0,40.0,37.5
16904,Sword Bean,2014-04-13,Kg,40.0,45.0,42.5
16905,Bitter Gourd,2014-04-13,Kg,45.0,50.0,47.5
16906,Bottle Gourd,2014-04-13,Kg,20.0,25.0,22.5
16907,Pointed Gourd(Local),2014-04-13,Kg,50.0,55.0,52.5
16908,Smooth Gourd,2014-04-13,Kg,50.0,60.0,55.0
16909,Pumpkin,2014-04-13,Kg,22.0,25.0,23.5
16910,Squash(Long),2014-04-13,Kg,18.0,20.0,19.0
16911,Turnip,2014-04-13,Kg,45.0,50.0,47.5
16912,Okara,2014-04-13,Kg,55.0,60.0,57.5
16913,Sweet Potato,2014-04-13,Kg,45.0,50.0,47.5
16914,Barela,2014-04-13,Kg,30.0,35.0,32.5
16915,Arum,2014-04-13,Kg,45.0,50.0,47.5
16916,Christophine,2014-04-13,Kg,20.0,25.0,22.5
16917,Brd Leaf Mustard,2014-04-13,Kg,40.0,45.0,42.5
16918,Spinach Leaf,2014-04-13,Kg,45.0,50.0,47.5
16919,Cress Leaf,2014-04-13,Kg,45.0,50.0,47.5
16920,Mustard Leaf,2014-04-13,Kg,40.0,45.0,42.5
16921,Fenugreek Leaf,2014-04-13,Kg,45.0,50.0,47.5
16922,Onion Green,2014-04-13,Kg,20.0,25.0,22.5
16923,Bakula,2014-04-13,Kg,18.0,20.0,19.0
16924,Mushroom(Kanya),2014-04-13,Kg,120.0,140.0,130.0
16925,Asparagus,2014-04-13,Kg,250.0,300.0,275.0
16926,Neuro,2014-04-13,Kg,50.0,60.0,55.0
16927,Brocauli,2014-04-13,Kg,30.0,35.0,32.5
16928,Sugarbeet,2014-04-13,Kg,55.0,60.0,57.5
16929,Drumstick,2014-04-13,Kg,100.0,120.0,110.0
16930,Bauhania flower,2014-04-13,Kg,60.0,70.0,65.0
16931,Red Cabbbage,2014-04-13,Kg,60.0,70.0,65.0
16932,Lettuce,2014-04-13,Kg,45.0,50.0,47.5
16933,Knolkhol,2014-04-13,Kg,40.0,45.0,42.5
16934,Celery,2014-04-13,Kg,110.0,120.0,115.0
16935,Parseley,2014-04-13,Kg,150.0,160.0,155.0
16936,Fennel Leaf,2014-04-13,Kg,45.0,50.0,47.5
16937,Mint,2014-04-13,Kg,190.0,200.0,195.0
16938,Turnip A,2014-04-13,Kg,40.0,45.0,42.5
16939,Tamarind,2014-04-13,Kg,70.0,80.0,75.0
16940,Bamboo Shoot,2014-04-13,Kg,150.0,160.0,155.0
16941,Tofu,2014-04-13,Kg,60.0,70.0,65.0
16942,Gundruk,2014-04-13,Kg,190.0,200.0,195.0
16943,Apple(Jholey),2014-04-13,Kg,100.0,110.0,105.0
16944,Banana,2014-04-13,Doz,60.0,70.0,65.0
16945,Lime,2014-04-13,Kg,300.0,400.0,350.0
16946,Pomegranate,2014-04-13,Kg,260.0,270.0,265.0
16947,Mango(Maldah),2014-04-13,Kg,100.0,110.0,105.0
16948,Grapes(Green),2014-04-13,Kg,100.0,110.0,105.0
16949,Orange(Nepali),2014-04-13,Kg,100.0,110.0,105.0
16950,Water Melon(Green),2014-04-13,Kg,18.0,20.0,19.0
16951,Sweet Orange,2014-04-13,Kg,70.0,80.0,75.0
16952,Pineapple,2014-04-13,1 Pc,60.0,70.0,65.0
16953,Cucumber(Local),2014-04-13,Kg,45.0,50.0,47.5
16954,Jack Fruit,2014-04-13,Kg,45.0,50.0,47.5
16955,Papaya(Nepali),2014-04-13,Kg,55.0,60.0,57.5
16956,Sugarcane,2014-04-13,1 Pc,40.0,50.0,45.0
16957,Kinnow,2014-04-13,Kg,60.0,70.0,65.0
16958,Strawberry,2014-04-13,Kg,190.0,200.0,195.0
16959,Ginger,2014-04-13,Kg,190.0,200.0,195.0
16960,Chilli Dry,2014-04-13,Kg,180.0,190.0,185.0
16961,Chilli Green,2014-04-13,Kg,45.0,50.0,47.5
16962,Capsicum,2014-04-13,Kg,65.0,75.0,70.0
16963,Garlic Green,2014-04-13,Kg,30.0,35.0,32.5
16964,Coriander Green,2014-04-13,Kg,30.0,35.0,32.5
16965,Garlic Dry Chinese,2014-04-13,Kg,105.0,110.0,107.5
16966,Garlic Dry Nepali,2014-04-13,Kg,70.0,80.0,75.0
16967,Clive Dry,2014-04-13,Kg,100.0,110.0,105.0
16968,Clive Green,2014-04-13,Kg,45.0,50.0,47.5
16969,Fish Fresh,2014-04-13,Kg,200.0,210.0,205.0
16970,Tomato Big(Nepali),2014-04-15,Kg,30.0,35.0,32.5
16971,Tomato Small(Local),2014-04-15,Kg,40.0,45.0,42.5
16972,Potato Red,2014-04-15,Kg,27.0,28.0,27.5
16973,Potato White,2014-04-15,Kg,23.0,24.0,23.5
16974,Onion Dry (Indian),2014-04-15,Kg,27.0,28.0,27.5
16975,Carrot(Local),2014-04-15,Kg,35.0,40.0,37.5
16976,Cabbage(Local),2014-04-15,Kg,18.0,20.0,19.0
16977,Cauli Local,2014-04-15,Kg,20.0,25.0,22.5
16978,Cauli Terai,2014-04-15,Kg,20.0,25.0,22.5
16979,Raddish Red,2014-04-15,Kg,30.0,35.0,32.5
16980,Raddish White(Local),2014-04-15,Kg,18.0,20.0,19.0
16981,Brinjal Long,2014-04-15,Kg,20.0,25.0,22.5
16982,Brinjal Round,2014-04-15,Kg,30.0,35.0,32.5
16983,Cow pea(Long),2014-04-15,Kg,40.0,50.0,45.0
16984,Green Peas,2014-04-15,Kg,40.0,45.0,42.5
16985,French Bean(Local),2014-04-15,Kg,30.0,35.0,32.5
16986,Sword Bean,2014-04-15,Kg,40.0,45.0,42.5
16987,Bitter Gourd,2014-04-15,Kg,50.0,60.0,55.0
16988,Bottle Gourd,2014-04-15,Kg,20.0,25.0,22.5
16989,Pointed Gourd(Local),2014-04-15,Kg,50.0,60.0,55.0
16990,Smooth Gourd,2014-04-15,Kg,60.0,70.0,65.0
16991,Pumpkin,2014-04-15,Kg,18.0,22.0,20.0
16992,Squash(Long),2014-04-15,Kg,18.0,20.0,19.0
16993,Turnip,2014-04-15,Kg,30.0,35.0,32.5
16994,Okara,2014-04-15,Kg,50.0,60.0,55.0
16995,Sweet Potato,2014-04-15,Kg,45.0,50.0,47.5
16996,Barela,2014-04-15,Kg,35.0,40.0,37.5
16997,Arum,2014-04-15,Kg,40.0,45.0,42.5
16998,Christophine,2014-04-15,Kg,20.0,25.0,22.5
